date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:43:34	150/150	---M--	200	added ('OK')	image/gif	etag:%224f6706c-96-504c3bce7e080%22	http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/play-pause-btn.gif	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/play-pause-btn.gif	(from http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/css/style.css)
18:43:36	1995/1995	---M--	200	added ('OK')	image/gif	etag:%224f67029-7cb-504c3bce7e080%22	http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/loading_black.gif	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/loading_black.gif	(from http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/css/style.css)
18:43:37	340/340	---M--	200	added ('OK')	image/gif	etag:%224f6706f-154-504c3bce7e080%22	http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/seekbar-bg.gif	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/seekbar-bg.gif	(from http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/css/style.css)
18:43:38	160/160	---M--	200	added ('OK')	image/gif	etag:%224f6702a-a0-504c3bce7e080%22	http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/mute-btn.gif	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/mute-btn.gif	(from http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/css/style.css)
18:43:42	3657/3657	---M--	200	added ('OK')	image/png	etag:%224f67025-e49-504c3bce7e080%22	http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/bullet.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/bullet.png	(from http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/css/style.css)
18:43:43	121/121	---M--	200	added ('OK')	image/png	etag:%224f670b0-79-504d2a35d5780%22	http://isfap-sn.com/templates/bt_medical/images/bg-top-head.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/bg-top-head.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:43:43	2394/2394	---M--	200	added ('OK')	image/png	etag:%224f67027-95a-504c3bce7e080%22	http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/justify-bg.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/images/justify-bg.png	(from http://isfap-sn.com/templates/bt_medical/html/mod_bt_backgroundslideshow/css/style.css)
18:43:44	114/114	---M--	200	added ('OK')	image/png	etag:%224f670a6-72-505ff1e9da300%22	http://isfap-sn.com/templates/bt_medical/images/bg-li-lv1-mainmenu.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/bg-li-lv1-mainmenu.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:43:48	318/318	---M--	200	added ('OK')	image/png	etag:%224f6709c-13e-504e7306d9e00%22	http://isfap-sn.com/templates/bt_medical/images/arrow_submenu.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/arrow_submenu.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:43:50	180/180	---M--	200	added ('OK')	image/png	etag:%224f6709a-b4-504e922b91800%22	http://isfap-sn.com/templates/bt_medical/images/arrow-tipp.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/arrow-tipp.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:43:52	754/754	---M--	200	added ('OK')	image/png	etag:%224f670b3-2f2-504e9c88b0b80%22	http://isfap-sn.com/templates/bt_medical/images/close-popup.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/close-popup.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:43:53	3003/3003	---M--	200	added ('OK')	image/png	etag:%224f670c2-bbb-504ea977d8f80%22	http://isfap-sn.com/templates/bt_medical/images/login-user.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/login-user.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:43:55	2970/2970	---M--	200	added ('OK')	image/png	etag:%224f670c0-b9a-504ea97408680%22	http://isfap-sn.com/templates/bt_medical/images/login-pass.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/login-pass.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:43:56	230/230	---M--	200	added ('OK')	image/png	etag:%224f67099-e6-50587f5326e00%22	http://isfap-sn.com/templates/bt_medical/images/arrow-skillbar-current.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/arrow-skillbar-current.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:01	18000/18000	---M--	200	added ('OK')	image/png	etag:%224f670ad-4650-5058cdba2e780%22	http://isfap-sn.com/templates/bt_medical/images/bg-sl3-left.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/bg-sl3-left.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:02	130899/130899	---M--	200	added ('OK')	image/png	etag:%224f670b1-1ff53-506013f0b6a80%22	http://isfap-sn.com/templates/bt_medical/images/bg_sub_menu.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/bg_sub_menu.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:05	1490/1490	---M--	200	added ('OK')	image/png	etag:%224f670b6-5d2-5059b020c8d00%22	http://isfap-sn.com/templates/bt_medical/images/customInfoIcon-1.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/customInfoIcon-1.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:07	1010/1010	---M--	200	added ('OK')	image/png	etag:%224f670b7-3f2-5059b04ca7480%22	http://isfap-sn.com/templates/bt_medical/images/customInfoIcon-2.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/customInfoIcon-2.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:07	16613/16613	---M--	200	added ('OK')	image/png	etag:%224f670ae-40e5-5058cde7f5380%22	http://isfap-sn.com/templates/bt_medical/images/bg-sl3-right.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/bg-sl3-right.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:09	823/823	---M--	200	added ('OK')	image/png	etag:%224f670b8-337-5059b05dd1d00%22	http://isfap-sn.com/templates/bt_medical/images/customInfoIcon-3.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/customInfoIcon-3.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:10	1189/1189	---M--	200	added ('OK')	image/png	etag:%224f670b9-4a5-5059b06d14100%22	http://isfap-sn.com/templates/bt_medical/images/customInfoIcon-4.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/customInfoIcon-4.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:11	233/233	---M--	200	added ('OK')	image/svg+xml	etag:%224f670bb-e9-4fd0f2d3aaf00%22	http://isfap-sn.com/templates/bt_medical/images/grayscale.svg	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/grayscale.svg	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:13	2810/2810	---M--	200	added ('OK')	image/png	etag:%224f670a7-afa-5068d5ffb1880%22	http://isfap-sn.com/templates/bt_medical/images/bg-li-tab-shortcode.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/bg-li-tab-shortcode.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:16	25937/25937	---M--	200	added ('OK')	image/png	etag:%224f670af-6551-505f053933700%22	http://isfap-sn.com/templates/bt_medical/images/bg-sl4-block1.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/bg-sl4-block1.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:16	3208/3208	---M--	200	added ('OK')	image/gif	etag:%224f67098-c88-506bab1c95a00%22	http://isfap-sn.com/templates/bt_medical/images/ajax-loader.gif	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/ajax-loader.gif	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:21	158530/158530	---M--	200	added ('OK')	image/png	etag:%224f670aa-26b42-504fe74d6ed00%22	http://isfap-sn.com/templates/bt_medical/images/bg-page-heading.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/bg-page-heading.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:44:21	15789/15789	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Nov%202018%2017:44:18%20GMT	http://isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap/13-mots	http://isfap-sn.com/Isfap/isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap/13-mots.html	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap)
18:44:23	7381/7381	---M--	200	added ('OK')	image/png	etag:%224f65333-1cd5-575771193a500%22	http://isfap-sn.com/images/ACCEUIL/QUI_SOMMES.png	http://isfap-sn.com/Isfap/isfap-sn.com/images/ACCEUIL/QUI_SOMMES.png	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap)
18:44:25	4348/4348	---MC-	200	added ('OK')	application/rss+xml	date:Sat,%2017%20Nov%202018%2017:44:23%20GMT	http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres?format=feed&type=rss	http://isfap-sn.com/Isfap/isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieresc0d0	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:44:27	7411/7411	---MC-	200	added ('OK')	application/atom+xml	date:Sat,%2017%20Nov%202018%2017:44:25%20GMT	http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres?format=feed&type=atom	http://isfap-sn.com/Isfap/isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres7b17	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:44:35	13842/13842	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Nov%202018%2017:44:33%20GMT	http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres/33-diplome-d-etat-bts-brevet-de-technicien-superieur-ou-dts-diplome-de-technicien-superieur	http://isfap-sn.com/Isfap/isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres/33-diplome-d-etat-bts-brevet-de-technicien-superieur-ou-dts-diplome-de-technicien-superieur.html	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:44:59	128865/128865	---M--	200	added ('OK')	image/png	etag:%224f65397-1f761-57576a6e26980%22	http://isfap-sn.com/images/filiere/bts_dts.png	http://isfap-sn.com/Isfap/isfap-sn.com/images/filiere/bts_dts.png	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:45:04	7319/7319	---M--	200	added ('OK')	image/jpeg	etag:%224f6531a-1c97-53cf95f5ce500%22	http://isfap-sn.com/images/ACCEUIL/diplome2.jpg	http://isfap-sn.com/Isfap/isfap-sn.com/images/ACCEUIL/diplome2.jpg	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:45:12	236825/236825	---M--	200	added ('OK')	application/javascript	etag:%224f65e37-39d19-5071c7b7fb900%22	http://isfap-sn.com/media/system/js/mootools-more.js	http://isfap-sn.com/Isfap/isfap-sn.com/media/system/js/mootools-more.js	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:45:21	41737/41737	---M--	200	added ('OK')	image/jpeg	etag:%224f65334-a309-57576e64dc380%22	http://isfap-sn.com/images/ACCEUIL/TECHNICEIN.jpg	http://isfap-sn.com/Isfap/isfap-sn.com/images/ACCEUIL/TECHNICEIN.jpg	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:45:30	145622/145622	---M--	200	added ('OK')	image/png	etag:%224f65398-238d6-57576c955fe00%22	http://isfap-sn.com/images/filiere/certificat.png	http://isfap-sn.com/Isfap/isfap-sn.com/images/filiere/certificat.png	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:45:37	31703/31703	---M--	200	added ('OK')	image/png	etag:%224f653b4-7bd7-57577c10d8500%22	http://isfap-sn.com/images/partenaires/ministere.png	http://isfap-sn.com/Isfap/isfap-sn.com/images/partenaires/ministere.png	(from http://isfap-sn.com/index.php/14-nos-partenaires/35-ministere-de-la-sante-et-de-l-action-sociale)
18:45:41	686622/686622	---M--	200	added ('OK')	image/png	etag:%224f670ac-a7a1e-5054e338cb280%22	http://isfap-sn.com/templates/bt_medical/images/bg-sl1.png	http://isfap-sn.com/Isfap/isfap-sn.com/templates/bt_medical/images/bg-sl1.png	(from http://isfap-sn.com/templates/bt_medical/css/bt_style.css)
18:45:46	126746/126746	---M--	200	added ('OK')	image/png	etag:%224f65399-1ef1a-5757705a7e300%22	http://isfap-sn.com/images/filiere/etat_diplome.png	http://isfap-sn.com/Isfap/isfap-sn.com/images/filiere/etat_diplome.png	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:45:49	1106/1106	---M--	200	added ('OK')	image/png	etag:%224f65e0f-452-5071c7b613480%22	http://isfap-sn.com/media/system/images/notice-info.png	http://isfap-sn.com/Isfap/isfap-sn.com/media/system/images/notice-info.png	(from http://isfap-sn.com/media/system/css/system.css)
18:45:51	36358/36358	---M--	200	added ('OK')	image/jpeg	etag:%224f653b3-8e06-5757798e11880%22	http://isfap-sn.com/images/partenaires/Logo_CFP_Forestville.jpg	http://isfap-sn.com/Isfap/isfap-sn.com/images/partenaires/Logo_CFP_Forestville.jpg	(from http://isfap-sn.com/index.php/14-nos-partenaires/37-le-centre-de-formation-professionnelle-de-forestville-la-reference-en-mines-et-forets-au-quebec)
18:45:52	65914/65914	---M--	200	added ('OK')	image/png	etag:%224f653b5-1017a-575779d68c380%22	http://isfap-sn.com/images/partenaires/unfa_fos.png	http://isfap-sn.com/Isfap/isfap-sn.com/images/partenaires/unfa_fos.png	(from http://isfap-sn.com/index.php/14-nos-partenaires/36-union-nationale-des-acteurs-de-formation-en-securite)
18:45:52	874/874	---M--	200	added ('OK')	image/png	etag:%224f65e0d-36a-5071c7b613480%22	http://isfap-sn.com/media/system/images/notice-alert.png	http://isfap-sn.com/Isfap/isfap-sn.com/media/system/images/notice-alert.png	(from http://isfap-sn.com/media/system/css/system.css)
18:45:53	786/786	---M--	200	added ('OK')	image/png	etag:%224f65e10-312-5071c7b613480%22	http://isfap-sn.com/media/system/images/notice-note.png	http://isfap-sn.com/Isfap/isfap-sn.com/media/system/images/notice-note.png	(from http://isfap-sn.com/media/system/css/system.css)
18:45:55	495880/495880	---M--	200	added ('OK')	image/png	etag:%224f65327-79108-53cf95f5ce500%22	http://isfap-sn.com/images/ACCEUIL/NOS%20DIPLOMES%20GRAND.png	http://isfap-sn.com/Isfap/isfap-sn.com/images/ACCEUIL/NOS%20DIPLOMES%20GRAND.png	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/nos-filieres)
18:45:55	2921/2921	---MC-	200	added ('OK')	application/rss+xml	date:Sat,%2017%20Nov%202018%2017:45:55%20GMT	http://isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap/13-mots?format=feed&type=rss	http://isfap-sn.com/Isfap/isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap/13-motsc0d0	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap/13-mots)
18:45:56	4801/4801	---MC-	200	added ('OK')	application/atom+xml	date:Sat,%2017%20Nov%202018%2017:45:57%20GMT	http://isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap/13-mots?format=feed&type=atom	http://isfap-sn.com/Isfap/isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap/13-mots7b17	(from http://isfap-sn.com/index.php/2014-11-04-06-58-8/presentation-de-l-isfap/13-mots)
